,Movie Title,Opening,Total Gross,% of Total,Theaters,Average per Theater,Date,Season Number,Release Year,Movie & Year,Season Name,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Genre Ids,Genre Names,Company Ids,Company Names
10,The Hunger Games: Catching Fire,158074286.0,424668047.0,37.2%,4163.0,37971.0,2013-11-22,4.0,2013.0,The Hunger Games: Catching Fire (2013),Fall,130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",101299,tt1951264,en,The Hunger Games: Catching Fire,25.309139,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-11-15 00:00:00,847423452,146.0,The Hunger Games: Catching Fire,7.4,6656.0,12,Adventure,1632,Lionsgate
11,Rogue One: A Star Wars Story,155081681.0,532177324.0,29.1%,4157.0,37306.0,2016-12-16,1.0,2016.0,Rogue One: A Star Wars Story (2016),Winter,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",330459,tt3748528,en,Rogue One: A Star Wars Story,36.567575,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Allison Shearmur Productions', 'id': 47706}, {'name': 'Black Hangar Studios', 'id': 68738}, {'name': 'Stereo D', 'id': 86561}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-12-14 00:00:00,1056057273,133.0,Rogue One: A Star Wars Story,7.4,5111.0,28,Action,1,Lucasfilm
12,The Hunger Games,152535747.0,408010692.0,37.4%,4137.0,36871.0,2012-03-23,2.0,2012.0,The Hunger Games (2012),Spring,75000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",70160,tt1392170,en,The Hunger Games,20.031667,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-03-12 00:00:00,691210692,142.0,The Hunger Games,6.9,9634.0,878,Science Fiction,1632,Lionsgate
13,Spider-Man 3,151116516.0,336530303.0,44.9%,4252.0,35540.0,2007-05-04,2.0,2007.0,Spider-Man 3 (2007),Spring,258000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",559,tt0413300,en,Spider-Man 3,27.614265,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-01 00:00:00,890871626,139.0,Spider-Man 3,5.9,3687.0,14,Fantasy,5,Columbia Pictures
14,Furious 7,147187040.0,353007020.0,41.7%,4004.0,36760.0,2015-04-03,2.0,2015.0,Furious 7 (2015),Spring,190000000,"[{'id': 28, 'name': 'Action'}]",168259,tt2820852,en,Furious 7,27.275687,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'One Race Films', 'id': 7154}, {'name': 'China Film Co.', 'id': 40890}, {'name': 'Québec Production Services Tax Credit', 'id': 86352}, {'name': 'Media Rights Capital (MRC)', 'id': 86655}, {'name': 'Abu Dhabi Film Commission', 'id': 87857}, {'name': 'Colorado Office of Film, Television & Media', 'id': 87858}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-04-01 00:00:00,1506249360,137.0,Furious 7,7.3,4253.0,28,Action,33,Universal Pictures
15,Guardians of the Galaxy Vol. 2,146510104.0,389813101.0,37.6%,4347.0,33703.0,2017-05-05,2.0,2017.0,Guardians of the Galaxy Vol. 2 (2017),Spring,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",283995,tt3896198,en,Guardians of the Galaxy Vol. 2,185.330992,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-19 00:00:00,863416141,137.0,Guardians of the Galaxy Vol. 2,7.6,4858.0,28,Action,2,Walt Disney Pictures
16,The Twilight Saga: New Moon,142839137.0,296623634.0,48.2%,4024.0,35496.0,2009-11-20,4.0,2009.0,The Twilight Saga: New Moon (2009),Fall,50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18239,tt1259571,en,The Twilight Saga: New Moon,30.121292,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Maverick Films', 'id': 4000}, {'name': 'Imprint Entertainment', 'id': 5218}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Temple Hill Entertainment', 'id': 12292}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-03-15 00:00:00,709827462,130.0,The Twilight Saga: New Moon,5.6,2518.0,12,Adventure,491,Summit Entertainment
17,The Twilight Saga: Breaking Dawn - Part 2,141067634.0,292324737.0,48.3%,4070.0,34660.0,2012-11-16,4.0,2012.0,The Twilight Saga: Breaking Dawn - Part 2 (2012),Fall,120000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",50620,tt1673434,en,The Twilight Saga: Breaking Dawn - Part 2,26.080995,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Temple Hill Entertainment', 'id': 12292}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-13 00:00:00,829000000,115.0,The Twilight Saga: Breaking Dawn - Part 2,6.1,2641.0,12,Adventure,491,Summit Entertainment
18,The Twilight Saga: Breaking Dawn - Part 1,138122261.0,281287133.0,49.1%,4061.0,34011.0,2011-11-18,4.0,2011.0,The Twilight Saga: Breaking Dawn - Part 1 (2011),Fall,110000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",50619,tt1324999,en,The Twilight Saga: Breaking Dawn - Part 1,25.9725,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Total Entertainment', 'id': 6446}, {'name': 'TSBD Canada Productions', 'id': 7490}, {'name': 'Zohar International', 'id': 7491}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSBD Louisiana', 'id': 58321}, {'name': 'TSBD Productions', 'id': 58322}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-03-15 00:00:00,712171856,117.0,The Twilight Saga: Breaking Dawn - Part 1,5.8,2622.0,12,Adventure,491,Summit Entertainment
19,Pirates of the Caribbean: Dead Man's Chest,135634554.0,423315812.0,32%,4133.0,32817.0,2006-07-07,3.0,2006.0,Pirates of the Caribbean: Dead Man's Chest (2006),Summer,200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",58,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,29.455314,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Second Mate Productions', 'id': 19936}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-06-20 00:00:00,1065659812,151.0,Pirates of the Caribbean: Dead Man's Chest,7.0,5380.0,12,Adventure,2,Walt Disney Pictures
20,Finding Dory,135060273.0,486295561.0,27.8%,4305.0,31372.0,2016-06-17,3.0,2016.0,Finding Dory (2016),Summer,200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",127380,tt2277860,en,Finding Dory,14.477677,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}, {'name': 'Hurwitz Creative', 'id': 88016}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-16 00:00:00,1028570889,97.0,Finding Dory,6.8,4333.0,12,Adventure,2,Walt Disney Pictures
21,Suicide Squad,133682248.0,325100054.0,41.1%,4255.0,31417.0,2016-08-05,3.0,2016.0,Suicide Squad (2016),Summer,175000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",297761,tt1386697,en,Suicide Squad,42.965027,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-02 00:00:00,745600054,123.0,Suicide Squad,5.9,7717.0,28,Action,429,DC Comics
22,Deadpool,132434639.0,363070709.0,36.5%,3558.0,37221.0,2016-02-12,1.0,2016.0,Deadpool (2016),Winter,58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",293660,tt1431045,en,Deadpool,187.860492,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': ""The Donners' Company"", 'id': 11307}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Kinberg Genre', 'id': 78091}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-02-09 00:00:00,783112979,108.0,Deadpool,7.4,11444.0,28,Action,,
23,Iron Man 2,128122480.0,312433331.0,41%,4380.0,29251.0,2010-05-07,2.0,2010.0,Iron Man 2 (2010),Spring,200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10138,tt1228705,en,Iron Man 2,19.083344,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-04-28 00:00:00,623933331,124.0,Iron Man 2,6.6,6969.0,12,Adventure,420,Marvel Studios
24,Harry Potter and the Deathly Hallows: Part 1,125017372.0,295983305.0,42.2%,4125.0,30307.0,2010-11-19,4.0,2010.0,Harry Potter and the Deathly Hallows: Part 1 (2010),Fall,250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",12444,tt0926084,en,Harry Potter and the Deathly Hallows: Part 1,23.300362,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-17 00:00:00,954305868,146.0,Harry Potter and the Deathly Hallows: Part 1,7.5,5708.0,12,Adventure,6194,Warner Bros.
25,Thor: Ragnarok,122744989.0,315058289.0,39%,4080.0,30084.0,2017-11-03,4.0,2017.0,Thor: Ragnarok (2017),Fall,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",284053,tt3501632,en,Thor: Ragnarok,57.283628,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2017-10-25 00:00:00,0,0.0,Thor: Ragnarok,0.0,0.0,28,Action,2,Walt Disney Pictures
26,The Hunger Games: Mockingjay - Part 1,121897634.0,337135885.0,36.2%,4151.0,29365.0,2014-11-21,4.0,2014.0,The Hunger Games: Mockingjay - Part 1 (2014),Fall,125000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",131631,tt1951265,en,The Hunger Games: Mockingjay - Part 1,147.098006,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-11-18 00:00:00,752100229,123.0,The Hunger Games: Mockingjay - Part 1,6.6,5767.0,878,Science Fiction,1632,Lionsgate
27,Shrek the Third,121629270.0,322719944.0,37.7%,4122.0,29507.0,2007-05-18,2.0,2007.0,Shrek the Third (2007),Spring,160000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",810,tt0413267,en,Shrek the Third,14.072479,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-17 00:00:00,798958165,93.0,Shrek the Third,6.0,2355.0,14,Fantasy,27,DreamWorks SKG
28,Man of Steel,116619362.0,291045518.0,40.1%,4207.0,27720.0,2013-06-14,3.0,2013.0,Man of Steel (2013),Summer,225000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",49521,tt0770828,en,Man of Steel,18.538834,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Cruel and Unusual Films', 'id': 78685}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-06-12 00:00:00,662845518,143.0,Man of Steel,6.5,6462.0,28,Action,923,Legendary Pictures
29,Alice in Wonderland,116101023.0,334191110.0,34.7%,3728.0,31142.0,2010-03-05,2.0,2010.0,Alice in Wonderland (2010),Spring,200000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",12155,tt1014759,en,Alice in Wonderland,17.285093,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Team Todd', 'id': 598}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Roth Films', 'id': 16314}, {'name': 'Zanuck Company, The', 'id': 20004}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-03 00:00:00,1025491110,108.0,Alice in Wonderland,6.4,4773.0,10751,Family,2,Walt Disney Pictures
30,Minions,115718405.0,336045770.0,34.4%,4301.0,26905.0,2015-07-10,3.0,2015.0,Minions (2015),Summer,74000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",211672,tt2293640,en,Minions,547.488298,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Illumination Entertainment', 'id': 6704}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-17 00:00:00,1156730962,91.0,Minions,6.4,4729.0,10751,Family,33,Universal Pictures
31,Spider-Man,114844116.0,403706375.0,28.4%,3615.0,31768.0,2002-05-03,2.0,2002.0,Spider-Man (2002),Spring,139000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",557,tt0145487,en,Spider-Man,29.413341,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-05-01 00:00:00,821708551,121.0,Spider-Man,6.8,5398.0,14,Fantasy,5,Columbia Pictures
32,Pirates of the Caribbean: At World's End,114732820.0,309420425.0,37.1%,4362.0,26302.0,2007-05-25,2.0,2007.0,Pirates of the Caribbean: At World's End (2007),Spring,300000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",285,tt0449088,en,Pirates of the Caribbean: At World's End,31.363664,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Second Mate Productions', 'id': 19936}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-19 00:00:00,961000000,169.0,Pirates of the Caribbean: At World's End,6.9,4627.0,12,Adventure,2,Walt Disney Pictures
33,Toy Story 3,110307189.0,415004880.0,26.6%,4028.0,27385.0,2010-06-18,3.0,2010.0,Toy Story 3 (2010),Summer,200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",10193,tt0435761,en,Toy Story 3,16.96647,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-16 00:00:00,1066969703,103.0,Toy Story 3,7.6,4710.0,16,Animation,2,Walt Disney Pictures
34,Transformers: Revenge of the Fallen,108966307.0,402111870.0,27.1%,4234.0,25736.0,2009-06-24,3.0,2009.0,Transformers: Revenge of the Fallen (2009),Summer,150000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",8373,tt1055369,en,Transformers: Revenge of the Fallen,4.351756,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-19 00:00:00,836297228,150.0,Transformers: Revenge of the Fallen,6.0,3192.0,878,Science Fiction,4,Paramount Pictures
35,Star Wars: Episode III - Revenge of the Sith,108435841.0,380270577.0,28.5%,3661.0,29619.0,2005-05-19,2.0,2005.0,Star Wars: Episode III - Revenge of the Sith (2005),Spring,113000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1895,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,13.165421,"[{'name': 'Lucasfilm', 'id': 1}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-05-17 00:00:00,850000000,140.0,Star Wars: Episode III - Revenge of the Sith,7.1,4200.0,878,Science Fiction,1,Lucasfilm
36,Shrek 2,108037878.0,441226247.0,24.5%,4163.0,25951.0,2004-05-19,2.0,2004.0,Shrek 2 (2004),Spring,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",809,tt0298148,en,Shrek 2,16.22986,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-05-19 00:00:00,919838758,93.0,Shrek 2,6.7,3082.0,12,Adventure,27,DreamWorks SKG
37,The Secret Life of Pets,104352905.0,368384330.0,28.3%,4370.0,23879.0,2016-07-08,3.0,2016.0,The Secret Life of Pets (2016),Summer,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",328111,tt2709768,en,The Secret Life of Pets,11.01395,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Illumination Entertainment', 'id': 6704}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-18 00:00:00,875457937,87.0,The Secret Life of Pets,5.9,3536.0,16,Animation,33,Universal Pictures
38,The Jungle Book,103261464.0,364001123.0,28.4%,4028.0,25635.0,2016-04-15,2.0,2016.0,The Jungle Book (2016),Spring,175000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",278927,tt3040964,en,The Jungle Book,17.432758,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Studios Motion Pictures', 'id': 3036}, {'name': 'Fairview Entertainment', 'id': 7297}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-07 00:00:00,966550600,106.0,The Jungle Book,6.7,2977.0,10751,Family,2,Walt Disney Pictures
39,Wonder Woman,103251471.0,412563408.0,25%,4165.0,24790.0,2017-06-02,3.0,2017.0,Wonder Woman (2017),Summer,149000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",297762,tt0451279,en,Wonder Woman,294.337037,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Cruel & Unusual Films', 'id': 9995}, {'name': 'TENCENT PICTURES', 'id': 81620}, {'name': 'Wanda Pictures', 'id': 83838}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-30 00:00:00,820580447,141.0,Wonder Woman,7.2,5025.0,28,Action,444,Dune Entertainment
40,X-Men: The Last Stand,102750665.0,234362462.0,43.8%,3690.0,27845.0,2006-05-26,2.0,2006.0,X-Men: The Last Stand (2006),Spring,210000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",36668,tt0376994,en,X-Men: The Last Stand,0.867943,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Major Studio Partners', 'id': 445}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'thinkfilm', 'id': 12247}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'X3 Canada Productions', 'id': 79028}, {'name': 'X3US Productions', 'id': 79029}, {'name': 'XM3 Service', 'id': 79030}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-05-24 00:00:00,459359555,104.0,X-Men: The Last Stand,6.3,3581.0,12,Adventure,,
41,Harry Potter and the Goblet of Fire,102685961.0,290013036.0,35.4%,3858.0,26616.0,2005-11-18,4.0,2005.0,Harry Potter and the Goblet of Fire (2005),Fall,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",674,tt0330373,en,Harry Potter and the Goblet of Fire,24.903058,"[{'name': 'Patalex IV Productions Limited', 'id': 462}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-11-05 00:00:00,895921036,157.0,Harry Potter and the Goblet of Fire,7.5,5758.0,12,Adventure,462,Patalex IV Productions Limited
42,The Hunger Games: Mockingjay - Part 2,102665981.0,281723902.0,36.4%,4175.0,24590.0,2015-11-20,4.0,2015.0,The Hunger Games: Mockingjay - Part 2 (2015),Fall,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",131634,tt1951266,en,The Hunger Games: Mockingjay - Part 2,26.628178,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-11-18 00:00:00,653428261,137.0,The Hunger Games: Mockingjay - Part 2,6.6,4117.0,28,Action,264,Studio Babelsberg
43,Indiana Jones and the Kingdom of the Crystal Skull,100137835.0,317101119.0,31.6%,4260.0,23506.0,2008-05-22,2.0,2008.0,Indiana Jones and the Kingdom of the Crystal Skull (2008),Spring,185000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",217,tt0367882,en,Indiana Jones and the Kingdom of the Crystal Skull,12.577266,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-21 00:00:00,786636033,122.0,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2558.0,12,Adventure,1,Lucasfilm
44,Transformers: Age of Extinction,100038390.0,245439076.0,40.8%,4233.0,23632.0,2014-06-27,3.0,2014.0,Transformers: Age of Extinction (2014),Summer,210000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",91314,tt2109248,en,Transformers: Age of Extinction,18.495599,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'China Movie Channel', 'id': 11413}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Ian Bryce Productions', 'id': 38833}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-06-25 00:00:00,1091405097,165.0,Transformers: Age of Extinction,5.8,3136.0,878,Science Fiction,4,Paramount Pictures
45,The Fate of the Furious,98786705.0,226008385.0,43.7%,4310.0,22920.0,2017-04-14,2.0,2017.0,The Fate of the Furious (2017),Spring,250000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",337339,tt4630562,en,The Fate of the Furious,48.573287,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'One Race Films', 'id': 7154}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-12 00:00:00,1238764765,136.0,The Fate of the Furious,6.8,3803.0,28,Action,33,Universal Pictures
46,Iron Man,98618668.0,318604126.0,31%,4105.0,24024.0,2008-05-02,2.0,2008.0,Iron Man (2008),Spring,140000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1726,tt0371746,en,Iron Man,22.073099,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-30 00:00:00,585174222,126.0,Iron Man,7.4,8951.0,28,Action,4,Paramount Pictures
